,0,1,2,3,4
95,1.0513076,1.0969743,0.047622018,0.6225159,1.0813799
96,1.3574585,1.5484605,0.08328004,1.3450333,0.0
97,0.6142831,0.7539885,0.2748302,0.6528383,0.67266357
98,1.5144507,1.5376251,0.0,1.046164,1.2243235
99,0.38453716,1.3055699,0.6437425,1.9665306,3.1066284
100,0.7470647,1.2876357,0.0,0.9811433,0.41689986
101,1.6105003,0.73898506,0.27050394,0.38374174,1.3120579
102,0.49420542,0.2049315,0.20426136,0.31577653,1.8512566
103,0.80350506,0.6808938,0.21473461,0.6632832,0.7382341
104,2.2559695,1.8460574,0.0,1.6510632,0.34276456
105,0.40382433,0.69011146,0.8494807,1.6430676,0.8044952
106,1.4565847,1.2271378,0.011362769,1.5089958,0.3455869
107,0.47090346,1.3419981,0.16513617,1.4517901,0.799831
108,0.8082849,1.3106433,0.0,0.90098464,1.6360672
109,0.7119862,1.4694333,0.0049216747,1.4419137,0.05468571
110,0.6586399,1.1519043,0.054076865,1.1825726,0.33014178
111,1.2044892,1.2326854,0.0,0.7343774,0.56103843
112,1.0783517,1.6000375,0.0,1.3766124,0.06775999
113,0.34315485,0.49356347,0.322757,0.2814241,1.3569814
114,0.485731,0.80696976,0.18062687,0.87302864,1.0466275
115,1.5479622,0.95161986,0.3031139,0.78424436,0.46536577
116,0.7399607,0.44894463,0.23230247,0.42106855,1.3753412
117,2.0547097,0.54620075,0.0,0.44980967,2.1891308
118,1.0068928,0.55262566,0.1271751,0.52875113,1.4849591
119,1.500416,0.95224994,0.22981721,0.9646142,2.2309408
120,2.3966808,1.2817951,0.0,1.0221941,1.7576947
121,1.5047545,1.003955,0.20970337,0.9866033,0.66978335
122,1.4061513,0.8615966,0.4358623,1.408371,1.68725
123,2.604722,1.8869047,0.0,1.4485385,1.2415216
124,0.38053912,0.6921195,0.07230702,0.5722883,1.3503094
125,0.7036605,1.0717956,0.06641743,0.84347385,0.7593383
126,0.6763519,1.2451153,0.12940164,1.1423856,0.07666111
127,0.8422594,1.2954166,0.17177236,1.6082761,1.4055743
128,1.9693259,0.86348283,0.1605489,0.36910725,1.5974839
129,1.627063,0.59074736,0.0,0.49732602,1.7226728
130,0.9738389,0.3401733,0.2611276,0.53282154,1.1324726
131,1.1028262,1.8243392,0.0,1.068666,1.9650333
132,1.2297137,0.5159182,0.1307849,0.49534315,1.5155168
133,1.0147634,0.8852786,0.15026414,0.7108089,0.817331
134,0.6687994,0.70214975,0.3181524,0.912891,1.319397
135,1.5214123,1.1500343,0.1054061,0.78577197,0.8773066
136,0.0,1.0586,0.6896002,2.047565,2.1084993
137,0.8895654,1.329037,0.2612693,1.187002,1.7444966
138,0.99889654,0.40084988,0.0,0.07099271,2.1784277
139,0.4797094,0.8231686,0.39764738,1.2746155,0.839725
140,2.630808,1.3245349,0.0,0.86745405,2.325727
141,0.28875005,0.7468153,0.26495326,0.9104008,0.15308571
142,0.6363725,0.53205895,0.32491875,0.583151,0.926385
143,2.8895006,0.8084992,0.0,1.5122535,0.71755016
144,0.20271367,0.7569096,0.30397314,0.6285925,1.616483
145,2.0196626,0.452093,0.12325976,0.9298454,2.442469
146,1.1176943,0.6433468,0.15880567,0.59679794,1.3047264
147,1.7815664,1.2595876,0.19727425,1.6290818,1.4206412
148,1.0598017,1.2283138,0.009758115,1.3089105,0.35006875
149,1.1157508,1.2193658,0.0,1.143966,0.6489405
150,0.025817156,1.2069396,0.13031001,0.81586635,1.1455824
151,1.5345271,1.3610497,0.057735547,1.2046486,0.2657178
152,0.76943505,0.6013914,0.67057186,1.4683559,0.4911831
153,2.0301387,1.0176054,0.0,0.6342151,1.5365555
154,0.40860248,1.742267,0.0,1.2772726,0.42500335
155,1.7575736,1.9327233,0.0,0.9948629,2.993195
156,1.3282406,0.15316719,0.46720243,0.7788999,2.3334663
157,1.4342147,1.4912823,0.0,0.9605803,1.9946741
158,0.9519689,1.1443565,0.41684592,0.0,1.0398542
159,1.4984777,1.2841659,0.28421932,1.1120701,0.0
160,0.53721106,1.3591509,0.1877291,1.3083024,0.0
161,0.55910605,0.8684949,0.25133288,1.1908284,0.10493851
162,2.6997347,1.8807997,0.0,1.5959263,0.7507025
163,0.31567568,0.31998235,0.38973582,0.46341413,1.072454
164,0.40770453,0.92585075,0.023888923,0.7632747,0.70653707
165,1.3595204,0.70860445,0.12823874,0.6507027,1.1829922
166,1.2262176,1.1620177,0.0,0.41440874,1.2267569
167,0.77518535,0.7649129,0.04275304,0.6750641,1.1385348
168,1.2448766,1.1083794,0.22147381,1.2822983,0.09204936
169,1.1526686,0.59934294,0.25674686,0.8413654,0.8999627
170,0.0,1.005702,0.8947821,1.8634398,2.1841288
171,0.30669314,0.42802203,0.99912673,1.5196254,1.1276362
172,1.0493343,0.6707308,0.24665037,1.0302632,0.66617095
173,2.8655882,2.7441673,0.0,2.2971568,0.35243207
174,1.6883442,0.3733915,0.59874445,1.2310988,1.58115
175,0.3215754,0.6571684,0.31354046,0.6892351,0.5514472
176,0.8070818,0.6665984,0.7672456,1.645443,1.4967306
177,2.1204696,1.4103451,0.0,1.0928277,0.90730315
178,1.528747,1.0639338,0.13956665,0.8749973,0.80491054
179,1.9476993,1.8589201,0.0,1.8246655,0.2908237
180,2.7084067,1.136886,0.0,1.0425917,1.5558724
181,0.17915559,0.9976673,0.2104771,0.7479002,0.24324298
182,1.7320585,0.8914887,0.0,1.045565,0.830443
183,0.3419643,1.1674834,0.501079,1.0656013,2.03714
184,0.7835856,1.7048681,0.16466317,1.855874,0.40328962
185,0.0,0.13789105,0.98731434,1.2851628,1.1793861
186,0.5981991,1.2941267,0.0021921247,1.1108594,0.48705727
187,0.0,1.0583068,0.17982277,0.721872,2.1875496
188,0.88839364,1.2224957,0.0,1.047741,1.5012336
189,1.6840749,2.0281744,0.0,1.6635287,0.8557669
190,2.0408192,1.815102,0.0,1.7164438,0.39778566
191,0.89518625,0.6433605,0.37727964,0.88415396,0.49753696
192,1.2064258,0.69693756,0.27163896,0.9226045,1.9028795
193,0.3868789,1.3516036,0.044132397,0.9724432,2.2676191
194,0.83485985,0.28652716,1.248297,1.7890713,0.60081613
195,1.7355762,0.0,0.0,0.0,2.8325534
196,0.35881478,0.16985768,0.38473237,0.30366868,1.4637568
197,0.73134923,1.5251421,0.0,1.1796654,0.7311208
198,0.6078638,0.82225305,0.6962596,1.5632002,0.43101466
199,1.4645964,0.46549845,0.13279547,0.5049912,1.5975393
200,1.6281716,0.71698797,0.0,0.38930154,2.1841714
201,0.37085277,1.1379412,0.5847823,1.77547,0.9705407
202,0.7748929,1.8075025,0.0,1.294744,0.7107645
