,0,1,2,3,4
0,1.1242206,0.26565158,1.1441365,0.8676859,0.59331787
1,1.1745808,1.222721,1.7721248,1.8586228,0.23361135
2,0.9614782,1.3377264,0.2931862,0.23041046,1.6523793
3,0.69335914,0.6493374,0.07985693,0.06385702,1.0000844
4,0.3282851,1.323967,0.8364975,0.14042991,2.1221128
5,0.609835,1.9103305,0.04244876,0.0,2.6507
6,1.1788443,0.37239504,0.4518457,1.1726278,0.5605079
7,1.0634329,0.8966772,0.75290287,0.16767228,1.6185288
8,1.2433926,0.42081368,0.0,0.69008493,1.4012427
9,0.75573885,0.9156002,0.4957458,0.0,2.19494
10,0.7808763,1.4409828,1.3190072,0.24012053,1.177706
11,0.94820094,0.0,0.79303616,2.0768528,0.41098672
12,1.3155253,0.78194046,1.91202,1.7501501,0.30466127
13,0.96762717,0.6206435,0.56866133,0.94632834,0.8600165
14,0.6947346,0.49360552,1.1490296,2.0336373,1.3947493
15,0.71638656,0.48982638,0.81997013,1.3244747,0.18932754
16,1.0781714,0.85858274,0.104819536,0.51207507,0.8485706
17,0.7420731,1.0162214,0.81418777,0.6964781,1.1651758
18,1.9749198,1.2318374,0.7015648,0.44243026,0.6321882
19,1.4468406,1.0910561,0.85973275,0.75241494,1.1570594
20,0.9417722,0.9456025,0.93583983,0.49255678,1.3284359
21,1.8462472,0.78580034,0.36041898,0.23802519,0.0
22,0.95695746,0.6563381,0.987547,1.4259698,0.26746017
23,1.5011033,0.6850574,1.7707133,1.6785004,0.529984
24,1.3606888,0.9636535,1.1533549,1.8753648,1.4930897
25,0.97056675,0.5217233,1.0582063,1.5330665,0.52918875
26,1.0981259,0.86750805,0.6907296,0.4580059,1.2407078
27,1.9405632,2.2554214,2.0972002,0.98031443,0.9572403
28,1.0351821,0.7493664,0.06770688,0.0,1.5700948
29,1.3280798,1.751899,1.2672942,0.41619295,1.5032525
30,1.36973,1.4029326,0.48206815,0.7969116,1.4403467
31,0.7735278,0.98407334,0.8019287,0.81526905,0.87208927
32,0.8947352,1.033321,1.3671157,1.0950358,1.5704488
33,0.9361982,1.0507385,1.8733335,1.1714461,1.0942401
34,1.00514,1.2623386,0.671035,0.09838158,0.6592293
35,2.3255715,0.2168693,1.35142,1.116972,0.0
36,0.87197244,0.6769371,0.5878912,0.7604323,0.8626299
37,1.5899329,0.7798646,0.64118147,1.0518559,0.96463627
38,0.6076734,1.3390193,0.044040978,0.0,1.8914224
39,1.2808241,0.36591494,0.3833959,1.003916,0.7208294
40,0.39371926,0.92873436,0.9323866,0.77166116,1.3364688
41,0.94246745,0.69818413,0.5949956,0.9233443,0.87368155
42,2.1417418,0.13973051,1.4757994,2.1327167,0.0
43,0.6641732,0.9709775,1.0615427,1.0422001,1.3666834
44,0.60071576,1.4866021,0.527933,0.35005963,1.9330353
45,1.3817067,0.946695,1.2511598,0.4862558,0.0
46,2.2064056,0.88382,0.6280991,0.0688054,0.21139479
47,0.8578644,0.64317334,1.2451203,1.554544,0.6942341
48,0.19725835,1.3507164,1.3622525,0.7210664,0.98440707
49,0.708182,1.2265416,0.7030532,0.34708166,1.5078177
50,1.9989128,1.313982,0.95369923,0.63699424,0.5813648
51,1.0255749,1.6985781,0.6259193,0.14267898,1.181762
52,0.2297551,1.9472809,1.869554,1.1746904,2.366137
53,0.0,2.0956595,2.3560915,0.6225983,0.80540156
54,0.8510232,0.5015992,0.15463108,0.45174712,0.8218481
55,0.6022434,1.3682334,1.5616484,1.3954216,1.22209
56,0.87156093,0.6102952,0.7895781,1.4304727,0.81527704
57,0.3918923,0.86110735,1.6482863,1.7818055,0.5761639
58,0.78803647,0.6460135,0.020753443,0.2072947,1.1671994
59,0.36944717,1.4179875,0.75116146,0.28736192,1.2907028
60,0.80284274,0.8223267,0.1610356,0.27145463,1.10046
61,1.4678581,1.3244472,0.35093892,0.0,0.71979415
62,0.16266978,1.8569928,1.6175115,0.6871133,2.3319645
63,0.6249333,1.7792389,1.7078938,1.1105908,1.4223844
64,0.54321945,0.8372788,0.7170923,0.7971351,1.5942254
65,0.6516129,0.7841394,0.60390794,0.5078622,1.1611859
66,0.89926744,1.1504107,0.74928206,0.3606416,1.5419002
67,0.89479196,0.7235085,1.2729924,1.5362495,0.7710433
68,0.5622757,0.16873229,0.3700952,2.4929795,1.5263928
69,1.5946053,1.1118647,1.2010813,1.078141,1.3815161
70,0.733409,1.2855364,0.31983995,0.17008835,1.7786679
71,0.7274935,0.6752504,1.1712978,1.448257,0.45929295
72,0.19886518,1.8071113,2.4487925,2.0992303,1.7410755
73,2.4603353,1.0426718,1.0633725,1.0487477,0.04225278
74,1.0318855,0.6420767,0.5708226,0.9139242,1.022869
75,0.8840165,0.35981405,0.30376709,0.31077224,1.0698339
76,1.0784894,0.53783,1.0399947,1.533792,0.28122193
