,0,1,2,3,4,5,6,7,8,9,10,11,12
60,3.1847434,1.3898008,5.0367174,1.7597669,1.5448081,2.7206006,0.0,1.9671665,0.0,1.1809899,4.4742665,3.4054852,0.0
61,2.9346628,1.4863833,4.3881693,2.4357255,1.2275333,2.3202677,0.0,2.009106,0.0,0.82973593,4.524666,3.0180416,0.0
62,3.7585769,1.1256568,4.619411,1.0326046,2.4422853,1.8968241,0.0,1.646167,0.0,0.051325873,1.9447469,1.2782971,0.0
63,3.8694978,1.3177516,4.165368,1.0347193,1.8307923,1.2115035,0.0,1.5404205,0.0,0.8478528,2.6594362,1.8514496,0.0
64,3.5125637,1.1264024,5.188893,1.2690233,1.7838515,2.3225303,0.0,1.6481076,0.0,0.93404955,3.3106623,2.7778544,0.0
65,3.2478633,1.5775535,5.1708694,1.6264983,1.5754467,2.5540018,0.0,1.6650227,0.0,0.90352774,3.8393874,2.8438294,0.0
66,3.1362023,1.5103475,4.846242,1.8368387,1.6261891,2.3393197,0.0,1.6434689,0.0,0.42298838,3.2730517,2.2016459,0.0
67,3.9450312,1.527662,5.1164417,1.192488,1.4231621,1.5442393,0.0,1.3669565,0.0,1.5127739,3.5801697,3.0026186,0.0
68,3.9146981,1.371853,6.079992,0.4979754,1.5778953,2.24621,0.0,0.9788375,0.0,1.7419988,3.6660113,3.7430446,0.0
69,2.9748006,1.5933962,4.418048,1.5010525,1.0534892,1.7671596,0.0,1.4831883,0.0,1.2396557,3.7075524,2.5887973,0.0
70,3.1920085,1.2370459,4.712807,1.5884305,1.8880866,2.6380868,0.0,2.0934186,0.0,0.69773704,3.7975755,2.6669521,0.0
71,4.2846203,1.5011092,5.2784166,1.3144003,1.5826787,1.5730904,0.0,1.534595,0.0,1.5859017,3.9564738,3.276442,0.0
72,4.413029,0.7790469,4.3608603,0.29365262,2.023943,0.5218215,0.0,0.99406904,0.0,0.85006464,1.266758,1.5091988,0.0
73,3.4399295,1.1279703,4.622755,2.7295582,0.6484303,1.2123833,0.0,1.2049632,0.0,1.078744,4.2439137,3.443788,0.0
74,3.7893338,1.3487593,5.3058987,1.6359966,1.594131,2.1603894,0.0,1.754,0.0,1.299759,4.13615,3.3757167,0.0
75,3.6538138,1.432757,5.7543106,2.1889942,1.6559848,2.6779046,0.0,1.6755961,0.0,0.88949186,4.171643,3.3994324,0.0
76,4.0529723,1.5980828,5.287172,1.4732299,1.3023995,1.581179,0.0,1.398514,0.0,1.7300442,4.2765903,3.609991,0.0
77,4.0177507,0.9347059,5.045682,1.404498,1.4100045,1.5542911,0.0,1.4408025,0.0,1.6145722,3.8139305,3.6109304,0.0
78,4.0283,1.5514057,5.457147,1.4879156,1.2513515,1.6495491,0.0,1.3534242,0.0,1.7677796,4.0674896,3.5423017,0.0
79,3.13768,1.2814248,4.7440014,1.7101297,1.6905341,2.3494902,0.0,1.7032989,0.0,0.55639046,3.382349,2.4128575,0.0
80,2.8693762,1.9641064,4.91455,1.5514162,0.9180484,2.4970655,0.0,1.8677076,0.0,1.9417279,4.993867,3.5680258,0.0
81,3.7028317,1.3735217,4.625575,1.5694736,1.2915765,1.377082,0.0,1.4742875,0.0,1.0833485,3.6407874,2.8225844,0.0
82,3.4393606,1.5079733,5.163795,1.5183499,1.3098052,2.211308,0.0,1.5268443,0.0,1.3616308,4.2241035,3.3921945,0.0
83,2.943293,1.5499685,4.4841566,1.2874346,1.748156,2.7661805,0.0,2.4248555,0.0,1.1277639,4.415035,2.8547115,0.0
84,3.1540852,1.6702561,3.1883688,1.7853296,0.22959599,0.1262083,0.0,1.189793,0.0,1.7903154,3.7119937,2.317591,0.0
85,3.6849709,0.4464573,4.6563287,1.8721541,1.9499118,1.809952,0.0,1.5296224,0.0,0.3174637,2.7651618,2.4784722,0.0
86,3.253149,2.1057775,4.7199316,1.726187,0.63297373,1.7659396,0.0,1.6412003,0.0,2.077986,5.051317,3.5961587,0.0
87,2.8620768,2.4470298,4.5310626,1.5955639,0.34029788,1.69095,0.0,1.2919974,0.0,2.0046854,4.566314,2.9955392,0.0
88,3.8239326,1.715707,5.0275164,1.230832,1.6517571,2.0347776,0.0,1.9565563,0.0,1.4970624,4.444073,3.2698383,0.0
89,3.5677104,1.6973394,5.4611325,1.790964,1.2480892,2.43718,0.0,1.847185,0.0,1.7640688,5.141361,4.0477247,0.0
90,3.1803975,1.7128034,4.7049975,2.6408756,0.8988703,2.0490909,0.0,1.757302,0.0,1.1103308,4.825373,3.3268034,0.0
91,3.4743319,1.4748988,5.075223,1.1036843,2.1111047,2.5011182,0.0,1.9366236,0.0,0.5689568,3.0454116,2.0362666,0.0
92,3.5709343,1.3052418,5.0286036,1.2567781,1.8058711,2.2429895,0.0,1.8423473,0.0,0.97928226,3.495901,2.6614037,0.0
93,4.048423,1.756115,6.7466226,0.77581394,1.5327739,2.402598,0.0,0.8906392,0.0,1.6664797,3.9820666,3.9117672,0.0
94,3.8361497,1.9061043,5.3520517,1.5355597,1.5124502,2.1209707,0.0,1.6820588,0.0,1.397469,4.307378,3.1931465,0.0
95,3.5903625,2.1461246,5.016321,0.9950507,1.8554701,2.150105,0.0,1.7394203,0.0,0.9192734,3.3944266,2.005714,0.0
96,4.3572106,1.5958006,5.4122715,0.67101824,1.0948998,0.8199455,0.0,0.5099446,0.0,1.8802488,3.2626948,3.2214425,0.0
97,3.7793312,1.1443592,5.285318,1.4894558,1.6195792,2.038869,0.0,1.54424,0.0,1.1965636,3.5505185,3.1149125,0.0
98,3.759254,1.8878907,5.567413,1.3775197,1.4035368,2.3621569,0.0,1.9292815,0.0,1.8821111,5.0853,3.8887296,0.0
99,3.7879329,1.2742178,5.0013494,1.9996811,1.2121015,1.470248,0.0,1.2102169,0.0,1.06122,3.6261296,3.035461,0.0
100,3.6997252,2.3220606,4.1496496,0.7709134,0.8566598,1.1443976,0.0,1.7433722,0.0,2.68966,4.415989,2.941681,0.0
101,4.0944576,1.534054,4.9294195,0.89244336,2.0662193,1.4343872,0.0,1.2911528,0.0,0.525497,2.1618197,1.5407877,0.0
102,2.8607278,1.6704803,4.7658134,1.3430299,1.3914332,2.4739532,0.0,1.7420745,0.0,1.127562,3.7325976,2.5707102,0.0
103,3.5937643,1.1342332,3.8977714,1.2774827,1.537264,1.0791367,0.0,1.629887,0.0,0.9348977,3.0046468,2.1229143,0.0
104,3.809186,2.0524225,5.1729426,1.3211627,1.6751264,2.1484323,0.0,1.9249984,0.0,1.3175541,4.246943,2.8549328,0.0
105,3.757266,1.8702496,5.2594104,1.4479303,1.5055518,2.3438153,0.0,2.083757,0.0,1.7705251,4.93831,3.5980823,0.0
106,3.9661326,1.66555,5.145191,1.0390675,1.2428436,1.3561144,0.0,1.1869184,0.0,1.7404032,3.75887,3.174962,0.0
107,3.7005749,1.8102664,5.464015,1.536697,1.2580625,2.061584,0.0,1.463756,0.0,1.5509441,4.339547,3.4419076,0.0
108,2.6677604,2.3020868,4.808237,1.5507452,0.95324075,2.7758093,0.0,2.1122813,0.0,1.8486931,5.1562977,3.306443,0.0
109,3.8755403,1.2204324,4.2601337,0.71853346,2.4803684,1.6983205,0.0,2.017266,0.0,0.3445907,2.3428779,1.3504565,0.0
110,3.3547492,1.6373546,5.5207195,0.768861,1.2926595,2.3735142,0.0,1.8547683,0.0,1.9363048,4.499834,3.509484,0.0
111,4.0705347,0.7482565,3.6795554,1.9891847,1.2376361,0.23893085,0.0,1.2822495,0.0,0.836171,2.811133,2.3414357,0.0
112,3.6373725,0.59452826,5.0656075,1.5430166,1.0793074,1.6413603,0.0,1.3606893,0.0,1.8519425,3.9804251,3.9714534,0.0
113,3.8452277,1.5127078,5.1092157,1.2780985,1.6188678,1.8779802,0.0,1.6403238,0.0,1.3167413,3.799613,2.9945343,0.0
114,4.1325035,1.0500616,5.2000437,1.2754884,1.612736,1.526917,0.0,1.427894,0.0,1.3796366,3.535883,3.204867,0.0
115,3.2462783,0.9821618,4.7083454,1.3792679,2.0670028,2.6666994,0.0,2.166663,0.0,0.69484544,3.6297703,2.7317097,0.0
116,3.4009304,0.84557414,5.629116,1.9170127,1.505904,2.4884682,0.0,1.204499,0.0,0.8033425,3.588683,3.4450843,0.0
117,3.6419249,1.1426994,5.349797,1.7577972,1.5944933,2.2545223,0.0,1.625006,0.0,1.0824904,3.9308891,3.3050609,0.0
118,3.8547301,1.9865849,4.8630767,1.064351,1.7307715,1.7672968,0.0,1.5797421,0.0,1.0138729,3.45558,2.3786156,0.0
119,4.2212825,0.0,4.501893,0.9183524,2.008139,0.88264304,0.0,0.97876316,0.0,0.64066577,1.371113,2.1262546,0.0
120,4.13144,1.5297887,5.5627475,1.3344556,1.7758446,1.7240008,0.0,1.1144344,0.0,0.87958914,3.147281,2.7027805,0.0
121,4.5060983,1.4743071,5.762816,1.2504963,0.9759938,1.0977821,0.0,0.64741474,0.0,2.2187366,4.345266,4.307914,0.0
122,3.2499423,1.6539873,5.4615893,1.8097302,1.4258304,2.6616216,0.0,1.6586502,0.0,1.0960143,4.3798122,3.3791428,0.0
123,3.739346,1.7027512,5.326923,1.4803033,1.3138527,2.1487708,0.0,1.7547098,0.0,1.8375726,4.8408113,3.8332114,0.0
124,2.843782,2.6850972,4.7217097,1.4353384,0.43252817,1.7808304,0.0,1.1566339,0.0,1.7698755,4.219932,2.6387563,0.0
125,3.2682714,1.8082113,5.107173,1.4484767,0.99811596,2.1278954,0.0,1.5608826,0.0,1.8274102,4.5730705,3.5337956,0.0
126,3.9289494,1.42891,5.190942,1.5197784,1.472378,1.8852893,0.0,1.6528643,0.0,1.5185885,4.1732802,3.42869,0.0
127,3.952817,1.6852642,4.727465,1.1445249,1.7758881,1.6723527,0.0,1.7820686,0.0,1.1817024,3.494048,2.4686806,0.0
128,3.7480254,1.3195889,4.3153005,0.9381253,2.0786738,1.9470719,0.0,2.2939255,0.0,1.0988512,3.8016567,2.6068723,0.0
129,3.3643332,1.8259673,4.697749,1.4688793,1.74773,2.576923,0.0,2.382259,0.0,1.297086,4.658047,3.0258677,0.0
130,3.819209,1.5370206,4.044161,0.6517402,2.3744543,1.6985962,0.0,2.1958873,0.0,0.561804,2.6548107,1.3274934,0.0
131,3.8988452,1.4296529,5.2724385,1.3656257,1.5206051,1.9431273,0.0,1.6663721,0.0,1.5612311,4.238504,3.4964194,0.0
132,3.4766116,1.3760177,5.229373,1.7088659,1.6873025,2.3762112,0.0,1.5713342,0.0,0.768461,3.5557516,2.7397487,0.0
133,2.953547,2.0944297,5.2317705,1.8444556,0.6575246,2.3663034,0.0,1.4618498,0.0,1.796303,4.9683037,3.6888158,0.0
134,3.8112893,1.6712996,4.8666673,1.3495032,1.7700536,2.1222558,0.0,2.1200304,0.0,1.392749,4.408563,3.1270974,0.0
135,3.1643782,1.2935199,4.43688,2.4669101,1.1887866,1.97724,0.0,1.8880937,0.0,0.8231024,4.283521,2.9811375,0.0
136,3.8828058,1.5542501,4.9966245,1.2813909,1.574288,1.8148729,0.0,1.7551631,0.0,1.5205554,4.207145,3.2683175,0.0
137,3.9017768,1.7676761,5.6759934,1.4220523,0.95433545,1.7911364,0.0,1.2895015,0.0,2.1976418,4.864552,4.18268,0.0
138,3.3472848,1.7174337,5.3676324,1.5727105,1.4543422,2.5246172,0.0,1.6430467,0.0,1.231263,4.3154,3.3079882,0.0
139,2.936499,1.8711659,4.412927,2.269453,0.45736706,1.8749577,0.0,1.8754385,0.0,2.0660412,5.3309126,3.6992955,0.0
140,3.4645996,1.1810797,4.527463,1.3949674,1.6926624,1.7441798,0.0,1.6249492,0.0,0.67735285,3.0474617,2.2427056,0.0
141,2.8360128,1.937526,5.547607,1.4074411,1.6954567,3.3078609,0.0,1.7473991,0.0,0.7561665,3.8313642,2.6425717,0.0
142,4.2045946,1.572388,5.3756933,1.1316938,1.3754319,1.6377091,0.0,1.4836551,0.0,1.8935962,4.431376,3.831845,0.0
143,3.4732456,2.0627303,4.926385,1.2934101,1.6401452,2.2063618,0.0,1.836806,0.0,1.0070578,3.73771,2.2898319,0.0
144,2.9675188,2.4312544,3.6141434,1.7926681,0.6406586,1.2102755,0.0,1.8030497,0.0,1.6283062,4.258504,2.1699798,0.0
145,3.1912723,2.5071266,4.2989044,1.1844397,0.9254146,1.5514084,0.0,1.7729416,0.0,1.8361375,4.28811,2.3934398,0.0
146,3.8384194,1.5933985,5.0029635,1.1009091,1.647095,1.6596073,0.0,1.4051676,0.0,1.1126057,3.214628,2.4880028,0.0
147,3.7181096,1.2869934,5.2742696,1.4507412,1.3975844,2.0228415,0.0,1.4903843,0.0,1.4755436,4.1893935,3.6202927,0.0
148,4.022394,1.1065177,4.5489717,0.872406,2.1511607,1.5002587,0.0,1.671677,0.0,0.7259958,2.5215962,1.94157,0.0
149,3.3630052,2.23261,3.6456697,0.2633489,1.8165377,1.551693,0.0,2.2631974,0.0,1.3803881,3.3218732,1.3923903,0.0
150,3.6730633,1.3784534,4.832178,1.2034293,1.7231513,1.901119,0.0,1.7161424,0.0,1.1387872,3.609466,2.7965486,0.0
151,3.743328,1.7794775,4.928415,1.45396,1.7054074,2.1601472,0.0,2.1734273,0.0,1.3375322,4.389635,2.9637544,0.0
152,3.357205,1.8131506,5.3413706,1.4727554,1.3674461,2.5389204,0.0,1.9099202,0.0,1.5662873,4.692369,3.4647965,0.0
153,3.9281082,1.417054,5.3671474,1.5932287,1.4785508,1.9241941,0.0,1.4876878,0.0,1.4054085,4.078348,3.3656821,0.0
154,3.3373213,1.3248432,4.2102532,1.1082611,1.7211657,2.0689182,0.0,2.2229214,0.0,1.387705,4.0100026,2.7934287,0.0
155,3.1133442,1.3682446,5.507246,2.0097177,1.4349214,2.954471,0.0,1.7016737,0.0,1.0488411,4.461715,3.6408405,0.0
156,3.4769664,1.1198971,5.055779,1.8737466,1.4067641,2.260139,0.0,1.7081119,0.0,1.317322,4.251428,3.493768,0.0
157,3.2787127,0.09211269,3.4371467,0.6371319,2.580995,1.8738085,0.0,2.2254426,0.0,0.22355175,2.2670598,1.7730585,0.0
158,2.8783817,1.4487181,4.6540585,1.3118317,1.6808621,2.596035,0.0,1.7672043,0.0,0.7263794,3.4190948,2.361223,0.0
159,3.109878,0.88338625,4.5121317,1.327782,1.86133,2.4792933,0.0,1.9749882,0.0,0.8577939,3.6839244,2.8956597,0.0
160,3.1106062,0.96308976,5.2277246,1.8231742,1.4947977,2.721202,0.0,1.620346,0.0,0.94985926,4.010005,3.4885855,0.0
161,3.5516262,1.511625,4.976271,1.9202329,1.2740835,1.9782361,0.0,1.6708469,0.0,1.2989899,4.345909,3.3068573,0.0
162,3.2096071,1.4992038,4.956342,1.4309169,1.63296,2.5373654,0.0,1.8807771,0.0,1.0613124,3.8821275,2.7800655,0.0
163,3.3417811,1.533369,4.7507343,1.2941918,1.733898,2.2668762,0.0,1.8039672,0.0,0.9207671,3.6673188,2.5842414,0.0
164,2.9639192,1.5721782,4.5944347,1.1952995,1.5060613,2.398634,0.0,1.7897903,0.0,1.1317163,3.7246444,2.6363094,0.0
165,3.6146083,1.4144567,4.8748775,2.4885042,0.8079011,1.5014087,0.0,1.3965033,0.0,1.3900212,4.632435,3.652659,0.0
166,2.6933994,2.0099394,3.7176733,2.6340125,0.12319414,1.3242897,0.0,1.7517757,0.0,1.7735184,5.0702033,3.1045647,0.0
167,3.3688006,3.0846052,6.1137543,0.58506316,1.0247021,2.4135041,0.0,0.91066265,0.0,1.6354222,4.0239024,2.800144,0.0
168,3.6774917,1.5752726,4.9903526,1.8940939,1.0823393,1.4955672,0.0,1.4137421,0.0,1.3021752,4.1148467,3.1235108,0.0
169,4.498736,0.92199934,4.6867247,0.64974415,2.085816,0.898388,0.0,1.3300419,0.0,0.9404273,2.106233,2.019812,0.0
170,3.1191134,1.1190515,4.592948,1.3822664,1.7562692,2.5596585,0.0,2.1919012,0.0,1.0045404,4.086789,3.0256507,0.0
171,3.938651,1.5518645,3.771286,0.40171906,0.82747877,0.2598638,0.0,1.3610144,0.0,2.608936,3.1750903,2.6310766,0.0
172,2.5023198,2.2837093,3.5323753,2.6377149,0.27160147,1.4706597,0.0,1.8745902,0.0,1.4911034,4.935972,2.5681257,0.0
173,4.683942,0.7195626,4.8886185,0.9737061,1.4017309,0.5686735,0.0,0.9560576,0.0,1.834928,2.9407034,3.4214907,0.0
174,3.7209454,1.0026771,4.9618073,1.2803415,1.910538,1.6954727,0.0,1.0783285,0.0,0.3847445,2.0343308,1.8910487,0.0
175,3.4597955,1.5028293,4.849163,1.0626425,1.2823833,1.480452,0.0,1.1693317,0.0,1.2408412,3.3629394,2.7816591,0.0
176,3.2693934,1.1846141,5.476168,1.7294636,1.4895357,2.5022635,0.0,1.4710227,0.0,0.9817893,3.8665857,3.2803705,0.0
177,3.543954,1.9810565,3.946332,2.3901126,0.9819334,1.0295918,0.0,1.7436652,0.0,0.96405786,4.2108846,2.3742054,0.0
178,2.6320643,1.5430257,4.4926248,1.8587234,1.4447296,2.7794785,0.0,2.0209327,0.0,0.7535991,3.9173944,2.4784489,0.0
179,3.1595078,2.0306745,5.6423893,1.3539131,1.5054547,2.8986936,0.0,1.6163365,0.0,1.1125166,4.0087404,2.8845081,0.0
180,3.4404826,1.9931495,4.4550385,0.93191034,1.789094,2.077611,0.0,2.0877523,0.0,1.1464126,3.8310127,2.2502291,0.0
181,2.7715592,1.3844047,3.9856339,1.7439725,0.89026505,1.8701159,0.0,1.8992879,0.0,1.4897816,4.490116,3.1144898,0.0
182,3.9780283,1.6953349,4.422863,0.715467,2.4768708,1.6351275,0.0,1.8448687,0.0,0.23370588,2.0921314,0.91993976,0.0
183,4.0868444,1.0613018,5.123058,1.0097289,1.4675057,1.3337787,0.0,1.1286755,0.0,1.520692,3.1786191,3.140992,0.0
184,3.99687,1.7190392,6.135409,0.57966566,2.1178198,2.3556414,0.0,1.0377781,0.0,0.7869424,2.5709677,2.3444948,0.0
185,3.9071474,1.1712098,4.6547856,1.5680542,1.9475789,1.4886452,0.0,1.4463906,0.0,0.3231892,2.4351902,1.7658924,0.0
186,3.1915698,1.559118,4.227557,1.9235213,1.0529163,1.7362641,0.0,1.9698596,0.0,1.4109709,4.565546,3.1322308,0.0
187,3.6283383,1.2780839,4.0282583,0.82434124,2.3434646,1.7837133,0.0,2.0402122,0.0,0.32486793,2.5038834,1.3732494,0.0
188,2.947402,1.6468579,4.572306,2.171143,1.3429848,2.3586817,0.0,1.85213,0.0,0.69433415,4.097106,2.647674,0.0
189,3.542677,1.7886802,5.0894027,1.1881392,1.7621332,2.1933575,0.0,1.63215,0.0,0.9674124,3.4450257,2.407702,0.0
190,3.820949,1.5271775,6.268974,1.6444377,0.9221168,2.316659,0.0,0.84249175,0.0,1.9448856,4.755031,4.6267915,0.0
191,3.1134987,2.3953233,4.7420297,1.6483269,0.4602091,1.9260907,0.0,1.7060031,0.0,2.610473,5.5434394,3.8481035,0.0
192,3.6933403,2.2063468,5.2800155,1.0391009,1.5093064,1.9441253,0.0,1.501684,0.0,1.3322281,3.716837,2.4880605,0.0
193,3.6933923,1.2634907,5.2506285,1.4271199,1.3834184,1.9017314,0.0,1.2899966,0.0,1.3567472,3.838864,3.3340287,0.0
