Gene,GE,CNA,DM,MutSig(Q-value),# Mut,#Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
ATM,0.6459530858828746,0.3585771658060814,,22,22,499,4.4%,Yes
ATM,0.6621581066731168,0.4360298336201951,,22,22,499,4.4%,Yes
ATM,0.7030554671906528,0.5496270797475616,,22,22,499,4.4%,Yes
ATM,0.3630983582717739,0.1141709695926562,,22,22,499,4.4%,Yes
ATM,0.7019302150003877,0.5645438898450946,,22,22,499,4.4%,Yes
ATM,0.5511659561681879,0.5570854847963281,,22,22,499,4.4%,Yes
ATM,0.2421725726076857,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.7109335802383523,0.3516924842226047,,22,22,499,4.4%,Yes
ATM,0.5776244638608903,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.6928985118865967,0.6240915656089783,,22,22,499,4.4%,Yes
ATM,0.2437517734472605,0.5576592082616179,,22,22,499,4.4%,Yes
ATM,0.4211522297590835,0.5542168674698795,,22,22,499,4.4%,Yes
ATM,0.775453591487826,0.5530694205393001,,22,22,499,4.4%,Yes
ATM,0.7595910105152628,0.6603557085484797,,22,22,499,4.4%,Yes
ATM,0.5955090501444866,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.0827523377914349,0.5530694205393001,,22,22,499,4.4%,Yes
ATM,0.3307250884726933,0.5593803786574871,,22,22,499,4.4%,Yes
ATM,0.6633315783011646,0.5570854847963281,,22,22,499,4.4%,Yes
ATM,0.7276062973760067,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.6039894485498021,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.446447217255546,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.7387633485762835,1.0,,22,22,499,4.4%,Yes
ATM,0.8436327287840593,0.5639701663798049,,22,22,499,4.4%,Yes
ATM,0.3073354151680614,0.5536431440045898,,22,22,499,4.4%,Yes
ATM,0.4934392869472503,0.4616261720657348,,22,22,499,4.4%,Yes
ATM,0.2351251483958294,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.2018822154376858,0.5565117613310384,,22,22,499,4.4%,Yes
ATM,0.2651768735856734,0.5559380378657487,,22,22,499,4.4%,Yes
ATM,0.6880234371879212,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.7040839840457331,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.6671611650176392,0.5484796328169822,,22,22,499,4.4%,Yes
ATM,0.4257570281370189,0.5588066551921974,,22,22,499,4.4%,Yes
ATM,0.1097653908805349,0.5427423981640849,,22,22,499,4.4%,Yes
ATM,0.152337350777358,0.5559380378657487,,22,22,499,4.4%,Yes
ATM,0.6723208718954656,0.5559380378657487,,22,22,499,4.4%,Yes
ATM,0.23099770343706,0.1210556511761331,,22,22,499,4.4%,Yes
ATM,0.5466009485347048,0.3488238668961561,,22,22,499,4.4%,Yes
ATM,0.192921684699403,0.5542168674698795,,22,22,499,4.4%,Yes
ATM,0.668829083442688,0.6213460564613342,,22,22,499,4.4%,Yes
ATM,0.8035538340208253,0.5593803786574871,,22,22,499,4.4%,Yes
ATM,0.6238721781921011,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.574994650804646,0.5593803786574871,,22,22,499,4.4%,Yes
ATM,0.3969859215964941,0.5565117613310384,,22,22,499,4.4%,Yes
ATM,0.5897446503025359,0.5582329317269076,,22,22,499,4.4%,Yes
ATM,0.2177361812579974,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.4891746751149122,0.5565117613310384,,22,22,499,4.4%,Yes
ATM,0.5331016310460202,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.7726425855499737,0.3970166379804933,,22,22,499,4.4%,Yes
ATM,0.7989968891183286,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.7206632494926453,0.5217371582984924,,22,22,499,4.4%,Yes
ATM,0.3942857686932712,0.3172690763052209,,22,22,499,4.4%,Yes
ATM,0.380185908524564,0.5565117613310384,,22,22,499,4.4%,Yes
ATM,0.6351186338970307,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.8389202208215485,0.5542168674698795,,22,22,499,4.4%,Yes
ATM,0.5506313390677731,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.7381950616836548,0.5223802924156189,,22,22,499,4.4%,Yes
ATM,0.6739072727175364,0.5588066551921974,,22,22,499,4.4%,Yes
ATM,0.7976276130262363,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.1534617930855626,0.5611015490533563,,22,22,499,4.4%,Yes
ATM,0.4508881473132886,0.5611015490533563,,22,22,499,4.4%,Yes
ATM,0.7484917044639587,0.4858877956867218,,22,22,499,4.4%,Yes
ATM,0.562305252452274,0.5479059093516925,,22,22,499,4.4%,Yes
ATM,0.7225878974538276,0.5484796328169822,,22,22,499,4.4%,Yes
ATM,0.4266875630563227,0.5559380378657487,,22,22,499,4.4%,Yes
ATM,0.5832291055754562,0.0,,22,22,499,4.4%,Yes
ATM,0.7866133544002807,0.5588066551921974,,22,22,499,4.4%,Yes
ATM,0.4990492035158693,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.5951803057668013,0.612736660929432,,22,22,499,4.4%,Yes
ATM,0.4418063874127016,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.5021495473393185,0.3000573723465289,,22,22,499,4.4%,Yes
ATM,0.4708065307572262,0.555364314400459,,22,22,499,4.4%,Yes
ATM,0.7388558387756348,0.500029444694519,,22,22,499,4.4%,Yes
ATM,0.3349562711159377,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.3675290644168854,0.5609506964683533,,22,22,499,4.4%,Yes
ATM,0.559898316860199,0.4618429243564605,,22,22,499,4.4%,Yes
ATM,0.6239486248289658,0.5559380378657487,,22,22,499,4.4%,Yes
ATM,0.4566906852931605,0.5547905909351692,,22,22,499,4.4%,Yes
ATM,0.4421540200710296,0.5006969571113586,,22,22,499,4.4%,Yes
ATM,0.7227473520425152,0.5576592082616179,,22,22,499,4.4%,Yes
ATM,0.5951797126665204,0.5547905909351692,,22,22,499,4.4%,Yes
ZMYM3,0.8990817817726349,0.7587587587587589,,13,12,499,2.4%,Yes
ZMYM3,0.8458941973665901,0.7307307307307308,,13,12,499,2.4%,Yes
ZMYM3,0.6874670386314392,0.7865066528320312,,13,12,499,2.4%,Yes
ZMYM3,0.8782620867586477,0.7347347347347348,,13,12,499,2.4%,Yes
ZMYM3,0.7186287785320831,0.7477477477477478,,13,12,499,2.4%,Yes
ZMYM3,0.6502893122635145,0.7817817817817818,,13,12,499,2.4%,Yes
ZMYM3,0.7559654718080857,0.7207207207207208,,13,12,499,2.4%,Yes
ZMYM3,0.5888678789529429,0.7407407407407408,,13,12,499,2.4%,Yes
ZMYM3,0.513193209521801,0.7587587587587589,,13,12,499,2.4%,Yes
ZMYM3,0.6939105583793426,0.7397397397397398,,13,12,499,2.4%,Yes
ZMYM3,0.7405029428486833,0.6886886886886887,,13,12,499,2.4%,Yes
ZMYM3,0.7286629940148468,0.7427427427427428,,13,12,499,2.4%,Yes
ZMYM3,0.613583317301408,0.7017017017017018,,13,12,499,2.4%,Yes
ZMYM3,0.8008775878171837,0.7407407407407408,,13,12,499,2.4%,Yes
ZMYM3,0.8018418550491333,0.7211319804191589,,13,12,499,2.4%,Yes
ZMYM3,0.6350492752522383,0.7407407407407408,,13,12,499,2.4%,Yes
ZMYM3,0.35393219350378,0.7757757757757758,,13,12,499,2.4%,Yes
ZMYM3,0.720712423324585,0.9220433235168456,,13,12,499,2.4%,Yes
ZMYM3,0.6249792850612494,0.8058058058058059,,13,12,499,2.4%,Yes
ZMYM3,0.7163994312286377,0.7792221307754517,,13,12,499,2.4%,Yes
ZMYM3,0.7875567602787088,0.7907907907907908,,13,12,499,2.4%,Yes
ZMYM3,0.6078266237458498,0.7847847847847849,,13,12,499,2.4%,Yes
ZMYM3,0.6952671596854003,0.7547547547547548,,13,12,499,2.4%,Yes
ZMYM3,0.6017489433288574,0.7701855897903442,,13,12,499,2.4%,Yes
ZMYM3,0.6914825162886706,0.6626626626626627,,13,12,499,2.4%,Yes
ZMYM3,0.6969224903557105,0.7887887887887889,,13,12,499,2.4%,Yes
ZMYM3,0.7585983456277612,0.7847847847847849,,13,12,499,2.4%,Yes
ZMYM3,0.6962071211761716,0.7717717717717718,,13,12,499,2.4%,Yes
ZMYM3,0.9731441988231468,0.7477477477477478,,13,12,499,2.4%,Yes
ZMYM3,0.7414652373932884,0.7817817817817818,,13,12,499,2.4%,Yes
ZMYM3,0.6764509640036884,0.7677677677677679,,13,12,499,2.4%,Yes
ZMYM3,0.8010667910460931,0.7807807807807808,,13,12,499,2.4%,Yes
ZMYM3,0.6982914952537143,0.7817817817817818,,13,12,499,2.4%,Yes
ZMYM3,0.605672566216608,0.7697697697697699,,13,12,499,2.4%,Yes
ZMYM3,0.7955211400985718,0.6915503144264221,,13,12,499,2.4%,Yes
ZMYM3,0.7814590309532936,0.7137137137137137,,13,12,499,2.4%,Yes
ZMYM3,0.3292082073545019,0.7627627627627629,,13,12,499,2.4%,Yes
ZMYM3,0.8209762461736028,0.7647647647647648,,13,12,499,2.4%,Yes
ZMYM3,0.8832676750288222,0.7497497497497498,,13,12,499,2.4%,Yes
ZMYM3,0.4933082729709834,0.7257257257257258,,13,12,499,2.4%,Yes
ZMYM3,0.8490890999408744,0.6796796796796798,,13,12,499,2.4%,Yes
ZMYM3,0.685811917860804,0.7557557557557558,,13,12,499,2.4%,Yes
ZMYM3,0.7314088806391732,0.7537537537537539,,13,12,499,2.4%,Yes
ZMYM3,0.7071052055386091,0.7807807807807808,,13,12,499,2.4%,Yes
ZMYM3,0.9289700388908386,0.8889681100845337,,13,12,499,2.4%,Yes
ZMYM3,0.7513149906222782,0.7637637637637639,,13,12,499,2.4%,Yes
ZMYM3,0.7607129812240601,0.844384491443634,,13,12,499,2.4%,Yes
ZMYM3,0.8095959155148251,0.7537537537537539,,13,12,499,2.4%,Yes
ZMYM3,0.283224274904398,0.7787787787787789,,13,12,499,2.4%,Yes
ZMYM3,0.693377485080592,0.7237237237237238,,13,12,499,2.4%,Yes
ZMYM3,0.7573099000451906,0.7427427427427428,,13,12,499,2.4%,Yes
ZMYM3,0.5710489372675216,0.7877877877877879,,13,12,499,2.4%,Yes
ZMYM3,0.8369927877298804,0.7187187187187188,,13,12,499,2.4%,Yes
ZMYM3,0.6432151393504566,0.7557557557557558,,13,12,499,2.4%,Yes
ZMYM3,0.5094229809173889,0.7177177177177178,,13,12,499,2.4%,Yes
ZMYM3,0.65928715467453,0.8580912947654724,,13,12,499,2.4%,Yes
ZMYM3,0.859170960295784,0.7847847847847849,,13,12,499,2.4%,Yes
ZMYM3,0.6503040912026616,0.7307307307307308,,13,12,499,2.4%,Yes
ZMYM3,0.6932354507725411,0.7797797797797799,,13,12,499,2.4%,Yes
ZMYM3,0.7818403244018555,0.8398464322090149,,13,12,499,2.4%,Yes
ZMYM3,0.4712827857430057,0.7667667667667668,,13,12,499,2.4%,Yes
ZMYM3,0.754373476394484,0.7727727727727729,,13,12,499,2.4%,Yes
ZMYM3,0.7906539440155029,0.8177792429924011,,13,12,499,2.4%,Yes
ZMYM3,0.756059660794377,0.7667667667667668,,13,12,499,2.4%,Yes
ZMYM3,0.8077289901736653,0.7897897897897899,,13,12,499,2.4%,Yes
ZMYM3,0.7651558379260943,0.7337337337337339,,13,12,499,2.4%,Yes
ZMYM3,0.5565867929303359,0.7337337337337339,,13,12,499,2.4%,Yes
